"genre_ids","id","original_language","original_title","overview","popularity","release_date","title","vote_average","vote_count","revenue","budget","imdb_id","tagline","cast","director","imdb_rating","imdb_votes","production_companies","production_countries"
"18, 10749",453,"en","A Beautiful Mind","Brilliant mathematician, John Nash, is on the brink of international acclaim when he becomes entangled in a mysterious conspiracy.",5.347,"2001-12-14","A Beautiful Mind",7.857,10351,316800000,5.8e+07,"tt0268978","He saw the world in a way no one could have imagined.","Holly Pitrago, Kent Cassella, Isadore Rosenfeld, Eva Burkley, Jennifer Weedon, Roy Thinnes, Vivien Cardone, Tanya Clarke, Jesse Doran, Judd Hirsch, Amy Walz, Jennifer Connelly, Rance Howard, Cheryl Howard, Victor Steinbach, Teagle F. Bougere, Jane Jenkins, Jason Gray-Stanford, Tom McNutt, Alex Toma, Thomas F. Walsh, Tracey Toomey, Yvonne Thomas, Valentina Cardinalli, Bryce Dallas Howard, Adam Goldberg, Ryan O'Connor, Christopher Plummer, Michael Esper, David B. Allen, Josh Pais, Jillie Simon, Anthony Easton, Patrick Blindauer, John Blaylock, Erik Van Wyck, Paul Bettany, Ed Harris, Josh Lucas, Darius Stone, Russell Crowe, Anthony Rapp, Austin Pendleton","Ron Howard",8.2,1016350,"Universal Pictures, DreamWorks Pictures, Imagine Entertainment","United States of America"
"18, 80, 53",505192,"ja","万引き家族","After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces. Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",3.705,"2018-06-02","Shoplifters",7.9,2090,0,0,"tt8075192","Sometimes you choose your family.","Naoto Ogata, Kairi Jo, Hajime Inoue, Sosuke Ikematsu, Lily Franky, Miyu Sasaki, Moemi Katayama, Aju Makita, Yuki Yamada, Madoka Tomosaki, Mayu Matsuoka, Kirin Kiki, Haruna Hori, Akira Emoto, Chizuru Ikewaki, Yōko Moriguchi, Nana Mizoguchi, Kengo Kora, Sakura Ando","Hirokazu Kore-eda",7.9,90838,"Fuji Television Network, AOI Pro., BUN-BUKU, GAGA Corporation","Japan"
"16, 35, 878, 10770, 12, 28, 10751, 14",354857,"en","Regular Show: The Movie","After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship.",4.106,"2015-09-01","Regular Show: The Movie",7.855,389,0,3e+06,"tt4920274","Save the universe from yourselves or you're fired!","Kurtwood Smith, William Salyers, Eddie Pepitone, David Koechner, Jason Mantzoukas, Fred Tatasciore, Janie Haddad Tompkins, Ali Hillis, J.G. Quintel, Steve Blum, Roger Craig Smith, Mark Hamill, Paul F. Tompkins, Sam Marin, Minty Lewis","J.G. Quintel",7.4,6710,"Cartoon Network Studios","United States of America"
"878, 18, 12",522402,"en","Finch","On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",4.375,"2021-11-04","Finch",7.854,3618,0,2500000,"tt3420504","Take an unforgettable journey.","Lora Martinez-Cunningham, Oscar Avila, Caleb Landry Jones, Tom Hanks, Marie Wagenman, Emily Jones","Miguel Sapochnik",6.9,103666,"Amblin Entertainment, ImageMovers, Misher Films, Reliance Entertainment","United States of America, India"
"35",11830,"ja","タンポポ","In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are satirical vignettes about the importance of food to different aspects of human life.",3.815,"1985-11-23","Tampopo",7.854,373,0,1500000,"tt0092048","The first Japanese Noodle Western.","Koji Yakusho, Hideji Ōtaki, Hyōe Enoki, Isao Hashizume, Fukumi Kuroda, Toshimune Kato, Yoshihiro Katō, Hitoshi Takagi, Yoshi Katō, Nobuo Nakamura, Chōei Takahashi, Masahiko Tsugawa, Rikiya Yasuoka, Ryutaro Otomo, Naritoshi Hayashi, Gilyak Amagasaki, Nobuko Miyamoto, Ken Watanabe, Gō Awazu, Kinzō Sakura, Kenso Kato, Mariko Okada, Hisashi Igawa, Yoshihei Saga, Akio Tanaka, Yoriko Doguchi, Ei Takami, Tsutomu Yamazaki, Setsuko Shinoi, Toshiya Fujita, Mario Abe, Izumi Hara","Jūzō Itami",7.9,24235,"New Century Producers, Itami Productions","Japan"
"16, 10751, 10402, 35",438695,"en","Sing 2","Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",6.447,"2021-12-01","Sing 2",7.852,4468,408402685,8.5e+07,"tt6467266","Where will your dreams take you?","Asa Jennings, Tara Strong, Scott Mosier, Tori Kelly, Jennifer Saunders, Will Collyer, Joy Poirel, Adeline Krupinski Polidoro, Nick Offerman, Brian T. Delaney, Chris Renaud, Scarlett Johansson, Pharrell Williams, Hudson D'Andrea, Liza Seneca, Jack Stanton, Debra Wilson, Edgar Wright, Jason Broad, Julia Davis, Levi Nunez, Remy Edgerly, John Kassir, Letitia Wright, Ayden Soria, Matthew McConaughey, Barbara Harris, Louise Jennings, Danny Mann, Aaron Hendry, Garth Jennings, Aaron Fors, Halsey, Caspar Jennings, Jason Schwartzman, Gary Rizzo, Vida Alves McConaughhey, Peter Serafinowicz, Wes Anderson, Katherine Kelloway, Doug Burch, Bobby Cannavale, Bono, Julianna Gamiz, Regina Taufen, Colette Whitaker, Noreen Reardon, Nick Kroll, Nora Wyman, Eric André, Taron Egerton, Fisher Stevens, Chelsea Peretti, Thomas Walters, Igor Khait, George Griffiths, JP Karliak, Cathy Cavadini, Spike Jonze, Reese Witherspoon, Adam Buxton, Isa Hall","Garth Jennings",7.3,94638,"Universal Pictures, Illumination","United States of America"
"18, 28, 36, 10752",94047,"ko","마이웨이","During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",3.539,"2011-12-21","My Way",7.852,394,16653488,25500000,"tt1606384","They met as enemies, but fate brought them together.","Manabu Hamada, Do Ji-han, Lee Yeon-hee, Kwak Jung-wook, Joe Odagiri, Go Ju-yeon, Kim In-woo, Kim Hee-won, Jang Dong-gun, Kim Si-hoo, Fan Bingbing, Kumi Nakamura, Kim Soo-ro, Cheon Ho-jin, Nicole Jung, Shingo Tsurumi, Hakuryu, Jo Min-ah, Taro Yamamoto, Kim In-kwon, Oh Tae-kyung, Shirō Sano, Isao Natsuyagi, Yūkichi Kobayashi","Kang Je-kyu",7.6,13024,"CJ Entertainment, Directors, SK Planet","South Korea"
"12, 35, 16",399174,"en","Isle of Dogs","In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",4.565,"2018-03-23","Isle of Dogs",7.851,4969,64337744,62770198,"tt5104604","Welcome to the Isle of Dogs.","Jun Takahashi, Tilda Swinton, Akira Takayama, Frances McDormand, Ryuhei Nakadai, Erica Dorn, Scarlett Johansson, Greta Gerwig, Chris Benz, Taichi Kodama, Yojiro Noda, Mari Natsuki, Gen Ueda, F. Murray Abraham, Kunichi Nomura, Bryan Cranston, Yoko Ono, Kozue Akimoto, Akira Ito, Edward Bursch, Bob Balaban, Kara Hayward, Ryuhei Matsuda, Ken Watanabe, Luli Shioi, Takayuki Yamada, Harvey Keitel, Alex Orman, Chinami Narikawa, Frank Wood, Edward Norton, Jake Ryan, Courtney B. Vance, Anjelica Huston, Kiyotaka Mizukoshi, Fisher Stevens, Satoshi Yamazaki, Shin Mononobe, Elaiza Ikeda, Jeff Goldblum, Bill Murray, Nijiro Murakami, J. Wurster, Ikunosuke, Karin Okoso, Shota Matsuda, Roman Coppola, Liev Schreiber, Koyu Rankin","Wes Anderson",7.8,198370,"Studio Babelsberg, American Empirical Pictures, Indian Paintbrush, Scott Rudin Productions","Germany, United States of America"
"80, 18",235,"en","Stand by Me","After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",4.557,"1986-08-08","Stand by Me",7.851,5996,52300000,8e+06,"tt0092005","For some, it's the last real taste of innocence, and the first real taste of life.","Kent W. Luttrell, John Cusack, Dick Durock, John Hodges, Scott Beach, Korey Scott Pollard, Wil Wheaton, Frances Lee McCain, Andy Lindberg, O.B. Babbs, Bradley Gregg, Gary Riley, Jason Oliver, Madeleine Swift, Corey Feldman, Jason Naylor, Charlie Owens, Art Burke, Casey Siemaszko, Matt Williams, Susan Thorpe, Richard Dreyfuss, Jerry O'Connell, Chance Quinn, Kiefer Sutherland, Geanette Bobst, Marshall Bell, Rick Elliott, Bruce Kirby, River Phoenix, Kenneth Hodges, William Bronder","Rob Reiner",8.1,460530,"Columbia Pictures, Act III Productions","United States of America"
"10749, 878, 18",152601,"en","Her","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",5.376,"2013-12-18","Her",7.85,14437,47351251,2.3e+07,"tt1798709","A Spike Jonze love story.","Melanie Seacat, Brian D. Johnson, Evelyn Edwards, Nicole Grother, Luka Jones, Chris Pratt, Alia Janine, Artt Butler, Scarlett Johansson, Grant Samson, Soko, Wendy Leon, Matt Letscher, May Lindstrom, Brian Cox, Lisa Cohen, Gracie Prewitt, Amy Adams, Claudia Choi, Guy Lewis, Olivia Wilde, Pramod Kumar, Samantha Sarakanti, Lisa Renee Pitts, Joaquin Phoenix, Portia Doubleday, Rooney Mara, Laura Kai Chen, Bill Hader, James Ozasky, Kristen Wiig, Spike Jonze, Dane White, Robert Benard, Steve Zissis, Gabe Gomez, David Azar, Lil Buck, Lynn Adrianna","Spike Jonze",8,697321,"Annapurna Pictures","United States of America"
"18",25364,"en","Ace in the Hole","An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.",3.538,"1951-06-29","Ace in the Hole",7.8,680,1300000,1821052,"tt0043338","Rough, tough Chuck Tatum, who battered his way to the top... trampling everything in his path - men, women and morals !","Larry Hogan, Edith Evanson, Bob Bumpas, Paul D. Merrill, Porter Hall, Richard Benedict, Joe Gray, Francisco Day, William Fawcett, Bob Kortman, Bert Moorhouse, Bill Sheehan, Geraldine Hall, William N. Peters, Ray Teal, Martha Maryman, Frank Jaquet, Ralph Moody, Frank Andrew Parker, Bill Ramsey, John Stuart Fulton, Bert Stevens, Frances Dominguez, Harry Harvey, Jan Sterling, Stanley McKay, Lester Dorr, Frank Cady, Frank Keith, Stewart Kirk Clawson, Charles Griffin, Jack Roberts, Oscar Belinda, Martin Bendleton, Lewis Martin, Timothy Carey, Kirk Douglas, John 'Bub' Sweeney, Iron Eyes Cody, Joe J. Merrill, Basil Chester, Lee Miller, Richard Gaines, Rythem Wranglers, Claire Du Brey, Gene Evans, Martin Pendleton, John Berkes, Robert Arthur, Ken Christy, William H. O'Brien","Billy Wilder",8.1,40575,"Paramount Pictures","United States of America"
"12, 28",89,"en","Indiana Jones and the Last Crusade","In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",4.522,"1989-05-24","Indiana Jones and the Last Crusade",7.8,10299,474171806,4.8e+07,"tt0097576","The man with the hat is back. And this time, he's bringing his Dad.","Julie Eccles, Larry Sanders, Pat Roach, Vince Deadrick Sr., Tom Branch, Derek Lyons, Sheb Wooley, Chris Webb, Barrie Holland, Billy J. Mitchell, Eugene Lipinski, Bert Crome, Michael Byrne, Robert Eddison, Will Miles, Luke Hanson, Peter Diamond, Colin Hunt, Wayne Michaels, J.J. Hardy, Paul Markham, Lee Richards, Suzanne Roquette, Michael Sheard, Graeme Crowther, Kevork Malikyan, Paul Maxwell, Julian Glover, Tip Tipping, David Murray, Jack Carter, Jeff O'Haco, Graham Cole, Albert Evansky, River Phoenix, Richard Young, Jerry Harte, Louis Sheldon, Stefan Kalipha, Martin Gordon, Vernon Dobtcheff, Orla Pederson, Lee Sheward, Roy Beck, Harrison Ford, Alison Doody, Bradley Gregg, Chris Jenkinson, Sean Connery, Dickey Beer, Nina Armstrong, Tim Hiser, Martin Grace, Isla Blair, Nicola Scott, Frederick Jaeger, Peter Pacey, Ronald Lacey, Nick Gillard, Ted Grossman, Marc Miles, Norman Gay, Vic Armstrong, Paul Heasman, Hugh Elton, John Rhys-Davies, George Malpas, Denholm Elliott, Alexei Sayle, Alex Hyde-White, Paul Humpoletz","Steven Spielberg",8.2,833789,"Paramount Pictures, Lucasfilm Ltd.","United States of America"
"18, 10749",266856,"en","The Theory of Everything","The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",3.848,"2014-11-26","The Theory of Everything",7.8,10623,123726688,1.5e+07,"tt2980516","His mind changed our world. Her love changed his.","Adam Godley, Sophie Perry, Jon Wennington, Enzo Cilenti, Guy Oliver-Watts, Delilah Sexton, Sam Houston, Christian McKay, Alice Orr-Ewing, Eddie Redmayne, Paul Longley, Charlie Cox, Gruffudd Glyn, Simon Chandler, Stuart Benson, Eileen Davies, Brett Brown, Jamie Edwards, Nicholas Gerard-Martin, Charlotte Hope, Finlay Wright-Stephens, Raffiella Chapman, Nicola Sloane, Becky Bush, Will Barton, Victoria Emslie, Thomas Morrison, Simon McBurney, Andrew Bridgmont, David Thewlis, Nicola Victoria Buck, Maxine Peake, Rufus Taylor, Michael Marcus, Felicity Jones, Lucy Challenger, Anthony Skrimshire, Abigail Cruttenden, Frank Lebœuf, Harry Lloyd, Georg Nikoloff, Tom Prior, Lucy Chappell, Lottie Hamilton, Jumaane Brown, Emily Watson, Oliver Payne","James Marsh",7.7,494191,"Working Title Films, Working Title Films","United Kingdom, United States of America"
"18, 36, 10752",777,"fr","La Grande Illusion","A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",3.538,"1937-06-04","Grand Illusion",7.8,701,172885,0,"tt0028950","A Great Drama of Human Emotions","Jacques Becker, Michel Salina, Claude Vernier, Erich von Stroheim, Karl Heil, Claude Sainval, Carl Koch, Pierre Fresnay, Gaston Modot, Habib Benglia, Georges Péclet, Little Peters, Marcel Dalio, Géo Forster, Sylvain Itkine, Julien Carette, Jean Dasté, Dita Parlo, Werner Florian, Pierre Blondy, Georges Fronval, Jean Gabin, Albert Brouett","Jean Renoir",8.1,39974,"Réalisation d'Art Cinématographique","France"
"35, 80, 9648",546554,"en","Knives Out","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",7.6,"2019-11-27","Knives Out",7.844,12683,312897920,4e+07,"tt8946378","Hell, any of them could have done it.","M. Emmet Walsh, Jaeden Martell, Raúl Castillo, Edi Patterson, Jamie Lee Curtis, Frankie Francois, Marlene Forte, Frank Oz, Rob Lévesque, K Callan, Noah Segan, Paul Bellefeuille, Riki Lindhome, Ben Bunnag, Michael Burnell, Chris Evans, Daniel Craig, Joseph Gordon-Levitt, Michael Shannon, Shyrley Rodriguez, Toni Collette, Gary Tanguay, Ana de Armas, Octavia Chavez-Richmond, Marcela Jaramillo, LaKeith Stanfield, Katherine Langford, Don Johnson, Gabrielle Lorthe, Christopher Plummer, Paul Tawczynski, Kerry Frances","Rian Johnson",7.9,810610,"Lionsgate, MRC, T-Street","United States of America"
"18, 80, 10752",430424,"fr","Au revoir là-haut","In November 1918, a few days before the Armistice, when Lieutenant Pradelle orders a senseless attack, he causes a useless disaster; but his outrageous act also binds the lives of two soldiers who have nothing more in common than the battlefield: Édouard saves Albert, although at a high cost. They become companions in misfortune who will attempt to survive in a changing world. Pradelle, in his own way, does the same.",3.54,"2017-10-25","See You Up There",7.8,1283,15100000,2.3e+07,"tt5258850","","Niels Arestrup, Frans Boyer, Mathieu Naert, Eloïse Genet, Nahuel Pérez Biscayart, Michel Vuillermoz, Mélanie Thierry, Philippe Uchan, Albert Dupontel, Kyan Khojandi, Xiaoxing Cheng, Fred Epaud, François Girard, Augustin Jacob, Jacques Mateu, André Marcon, Héloïse Balster, Laurent Lafitte, Denis Podalydès, Axelle Simon, Dan Cardoso, Bing Yin, Émilie Dequenne, Carole Franck, Philippe Duquesne, Alexis Barbosa, Gilles Gaston-Dreyfus","Albert Dupontel",7.4,11580,"Gaumont, Stadenn Productions, Manchester Films, France 2 Cinéma, Canal+, Ciné+, France Télévisions, Entourage Pictures","Canada, France"
"80, 18, 53",968,"en","Dog Day Afternoon","Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturile. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.",4.103,"1975-09-21","Dog Day Afternoon",7.844,3030,46665856,1800000,"tt0072890","Anything can happen during the dog days of summer. On August 22nd, 1972, everything did.","Alan Berger, Chu Chu Malave, James Broderick, Floyd Levine, Judith Malina, Sandra Kazan, Amy Levitt, Robert Costanzo, Sully Boyar, James Bulleit, Susan Peretz, Carmine Foresta, Charles Durning, Al Pacino, Chris Sarandon, Gary Springer, Todd Everett, Raymond Serra, Estelle Omens, Marcia Haufrecht, Penelope Allen, Carol Kane, Lance Henriksen, Ron Gilbert, Kenneth McMillan, Ed Metzger, John Marriott, Beulah Garrick, Marcia Jean Kurtz, Lionel Pina, Jay Gerber, Lynette Sheldon, Ron Cummins, Dominic Chianese, William Bogert, Tom Towles, Dick Anthony Williams, John Cazale, Philip Charles MacKenzie","Sidney Lumet",8,280539,"Artists Entertainment Complex, Warner Bros. Pictures","United States of America"
